序号,平台,博主名字,视频链接,状态,文件路径,文件大小字节,下载来源,错误
11,TikTok,Moon 🌒,https://www.tiktok.com/@maudehroux/video/7540056635058752784,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/11_TikTok_Moon 🌒_7540056635058752784_DC _ @FADDA GREAT🙏🏾😎 & @GREAT LUCKY🙏🏻😌 with my fri.mp4,6450974,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40maudehroux%2Fvideo%2F7540056635058752784,
12,TikTok,Sydney Smiles,https://www.tiktok.com/@thesydneysmiles/video/7653565444271377695,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/12_TikTok_Sydney Smiles_7653565444271377695_Back it up❤️‍🔥 @PaisLee Nelson @Toby #dance #trend.mp4,3356959,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40thesydneysmiles%2Fvideo%2F7653565444271377695,
13,TikTok,Nancy-Lyn,https://www.tiktok.com/@candeepants/video/7589702453591870741,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/13_TikTok_Nancy-Lyn_7589702453591870741_untitled.mp4,15463193,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40candeepants%2Fvideo%2F7589702453591870741,
14,TikTok,emeluush,https://www.tiktok.com/@emeluush/video/7606046477655330070,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/14_TikTok_emeluush_7606046477655330070_back it uppp @𝐊𝐚𝐭𝐫𝐢𝐧‘ @fitoree2 #fyp #trendin #dan.mp4,3401323,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40emeluush%2Fvideo%2F7606046477655330070,
15,TikTok,kaili,https://www.tiktok.com/@asabasics/video/7604938414017744159,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/15_TikTok_kaili_7604938414017744159_shake it _ #dance #kailiasa #fyp.mp4,1798930,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40asabasics%2Fvideo%2F7604938414017744159,
16,TikTok,330,https://www.tiktok.com/@im330el/video/7556856275972197653,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/16_TikTok_330_7556856275972197653_Dance Challenge with Full Body Control😎 #dancechal.mp4,2348194,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40im330el%2Fvideo%2F7556856275972197653,
17,TikTok,Amber Rae,https://www.tiktok.com/@amberraeofficial/video/7641674023662849302,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/17_TikTok_Amber Rae_7641674023662849302_When @Empress LDN STEP OUT forreal 💃🏾🔥 Appreciate.mp4,5952819,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40amberraeofficial%2Fvideo%2F7641674023662849302,
18,TikTok,Rue®️,https://www.tiktok.com/@yeahdatsrue_/video/7642024191625121037,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/18_TikTok_Rue®️_7642024191625121037_Back it up🕺🏿 #fyp#trending#az#tiktokdance #solodan.mp4,1619509,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40yeahdatsrue_%2Fvideo%2F7642024191625121037,
19,TikTok,ObiN 🇳🇬,https://www.tiktok.com/@obinwangwu/video/7654268601209244941,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/19_TikTok_ObiN 🇳🇬_7654268601209244941_backk #fyp #brazil🇧🇷 #bailefunk #fifa.mp4,2867042,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40obinwangwu%2Fvideo%2F7654268601209244941,
20,TikTok,delaneylee3.3,https://www.tiktok.com/@delaneylee3.3/video/7638835418871434510,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/20_TikTok_delaneylee3.3_7638835418871434510_BACK IT UP #dance.mp4,2112649,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40delaneylee3.3%2Fvideo%2F7638835418871434510,
21,TikTok,Launch 13,https://www.tiktok.com/@launch13th/video/7558634770507320632,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/21_TikTok_Launch 13_7558634770507320632_VEKI VEKI INSTRUMENTAL 🔥 🤩 thanks @𝔖𝔞𝔤𝔞𝔱 ♱ for the.mp4,1193675,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40launch13th%2Fvideo%2F7558634770507320632,
22,TikTok,Amapiano🇿🇦👑❤️‍🔥🫂,https://www.tiktok.com/@_afropresh/video/7617577312237718792,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/22_TikTok_Amapiano🇿🇦👑❤️‍🔥🫂_7617577312237718792_Replying to @official anna Satisfied_🌝 ##afropresh.mp4,624692,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40_afropresh%2Fvideo%2F7617577312237718792,
23,TikTok,Acocobay,https://www.tiktok.com/@acocobay/video/7556146909409234206,成功,"/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/23_TikTok_Acocobay_7556146909409234206_Dance tutorial tip, the basic to waist dancing, Kn.mp4",1244499,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40acocobay%2Fvideo%2F7556146909409234206,
24,TikTok,NAMI💋,https://www.tiktok.com/@knz.ea222/video/7586403899393838358,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/24_TikTok_NAMI💋_7586403899393838358_#trend #dance #shakebodybodydancechallenge #fyp #.mp4,2096289,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40knz.ea222%2Fvideo%2F7586403899393838358,
25,TikTok,Jazy Bestow,https://www.tiktok.com/@jazybestow_/video/7622563437004066068,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/25_TikTok_Jazy Bestow_7622563437004066068_This is the best DanceChallenge in 2026🇹🇿🇯🇲 🎙️@She.mp4,2239024,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40jazybestow_%2Fvideo%2F7622563437004066068,
26,TikTok,amir.karaman ⭐️,https://www.tiktok.com/@amir.karaman/video/7636899246687390989,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/26_TikTok_amir.karaman ⭐️_7636899246687390989_WAIST 🪩 #slayyyter #dance #pose #viral #fyp.mp4,1477573,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40amir.karaman%2Fvideo%2F7636899246687390989,
27,TikTok,RISHATAVERNIER,https://www.tiktok.com/@rishaatavernierr/video/7553210523064585494,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/27_TikTok_RISHATAVERNIER_7553210523064585494_Will I ever stop doing this…..no🥰 _ @Iil🧢 @Nichola.mp4,2739070,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40rishaatavernierr%2Fvideo%2F7553210523064585494,
28,TikTok,meg.mackk,https://www.tiktok.com/@meg.mackk/video/7606059850396650783,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/28_TikTok_meg.mackk_7606059850396650783_Shake!! #dance #fypシ゚viral #challenge.mp4,2220273,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40meg.mackk%2Fvideo%2F7606059850396650783,
29,TikTok,HHS,https://www.tiktok.com/@hhsmo4/video/7572909559581379848,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/29_TikTok_HHS_7572909559581379848_🤍 #body @Summer Walker dc_ @Kyler F_ Irby #summerw.mp4,1297455,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40hhsmo4%2Fvideo%2F7572909559581379848,
30,TikTok,Mimi🦋,https://www.tiktok.com/@mimi___1010a/video/7647128794863521044,成功,"/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/30_TikTok_Mimi🦋_7647128794863521044_If you let your guard down, you'll make a mistake.mp4",2435910,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40mimi___1010a%2Fvideo%2F7647128794863521044,
31,TikTok,laura☀️,https://www.tiktok.com/@s.lauraaaaa/video/7611503655816138016,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/31_TikTok_laura☀️_7611503655816138016_With my girls 🔥☀️ @Emilia✨ @leonie 🫶🏼🫶🏼 dc_ me ❤️.mp4,2793431,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40s.lauraaaaa%2Fvideo%2F7611503655816138016,
32,TikTok,Jodie | Dance • Beauty • Mom,https://www.tiktok.com/@jodiemakingmoves/video/7550027223865019703,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/32_TikTok_Jodie _ Dance • Beauty • Mom_7550027223865019703_Embodying in my inner #dancehallqueen with @MR TAL.mp4,3758389,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40jodiemakingmoves%2Fvideo%2F7550027223865019703,
33,TikTok,kinaspicy,https://www.tiktok.com/@kinaspicy_kr/video/7603411703425961236,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/33_TikTok_kinaspicy_7603411703425961236_Old _ Middle Female Dancehall 🇯🇲 #jamaicantiktok🇯🇲.mp4,6465122,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40kinaspicy_kr%2Fvideo%2F7603411703425961236,
34,TikTok,danceemporiumfitness,https://www.tiktok.com/@danceemporiumfitness/video/7648401598338567446,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/34_TikTok_danceemporiumfitness_7648401598338567446_Everyone wants that Tyla waistline … until they ac.mp4,1516506,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40danceemporiumfitness%2Fvideo%2F7648401598338567446,
35,TikTok,NatNat Lawrensky,https://www.tiktok.com/@mslawrensky/video/7633804764056259862,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/35_TikTok_NatNat Lawrensky_7633804764056259862_Double trouble 👀🤭 with sis @Beccy_boom 💕✨ DC_ @Amb.mp4,2159201,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40mslawrensky%2Fvideo%2F7633804764056259862,
36,TikTok,rufaro 🧸,https://www.tiktok.com/@rufaro.ec/video/7628632292545580310,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/36_TikTok_rufaro 🧸_7628632292545580310_are we valid orrr_ #fyp #dance #congolaise🇨🇩 #wais.mp4,1943506,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40rufaro.ec%2Fvideo%2F7628632292545580310,
37,TikTok,m3.teo,https://www.tiktok.com/@m3.teo/video/7631577223346048287,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/37_TikTok_m3.teo_7631577223346048287_day 3 learning brazilian dance🇧🇷 #fyp #phonk #tren.mp4,1001671,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40m3.teo%2Fvideo%2F7631577223346048287,
38,TikTok,まじっくあわー🦋💎,https://www.tiktok.com/@magichour0120/video/7654160095063854356,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/38_TikTok_まじっくあわー🦋💎_7654160095063854356_A cheerful dance🥳🎶 #brazilianfunk #ArrochaFunkTaMe.mp4,2892821,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40magichour0120%2Fvideo%2F7654160095063854356,
39,TikTok,まじっくあわー🦋💎,https://www.tiktok.com/@magichour0120/video/7656059877562813717,成功,"/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/39_TikTok_まじっくあわー🦋💎_7656059877562813717_Meow, meow, meow, meow meow🐱✊🏻 ̖́- #brazilianfunk.mp4",2366389,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40magichour0120%2Fvideo%2F7656059877562813717,
40,TikTok,jensu64,https://www.tiktok.com/@jensu64/video/7637313321200389406,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/40_TikTok_jensu64_7637313321200389406_Getting ready for the slayter concert@hailey_brook.mp4,1429347,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40jensu64%2Fvideo%2F7637313321200389406,
41,TikTok,SEVENTOEIGHT,https://www.tiktok.com/@seventoeight_official/video/7653446511136656647,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/41_TikTok_SEVENTOEIGHT_7653446511136656647_Brazilian Funk vibes 🎶✨ #SEVENTOEIGHT #DOM #danceb.mp4,2570258,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40seventoeight_official%2Fvideo%2F7653446511136656647,
42,TikTok,Sebbbb🇻🇪,https://www.tiktok.com/@sebbb233/video/7611669257776090381,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/42_TikTok_Sebbbb🇻🇪_7611669257776090381_🎵”Back it up”🎵-@🅿️ #duo #dancetrend2026 #2man #new.mp4,1767823,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40sebbb233%2Fvideo%2F7611669257776090381,
43,TikTok,Luan Bazilio,https://www.tiktok.com/@luanbaziliooo/video/7655457508428926229,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/43_TikTok_Luan Bazilio_7655457508428926229_No Batidão 🔥 Brazilian Funk taking over the world.mp4,9280759,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40luanbaziliooo%2Fvideo%2F7655457508428926229,
44,TikTok,こころ,https://www.tiktok.com/@cocorosukii/video/7576417461126303007,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/44_TikTok_こころ_7576417461126303007_Dance for your bodyyyy ✨ DC_ @Jaya Cody #dance #da.mp4,1411971,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40cocorosukii%2Fvideo%2F7576417461126303007,
45,TikTok,fare.ashton,https://www.tiktok.com/@fare.ashton/video/7607267989083262230,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/45_TikTok_fare.ashton_7607267989083262230_How do people struggle wit this dance💀 #viral#fyp#.mp4,1456508,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40fare.ashton%2Fvideo%2F7607267989083262230,
46,TikTok,George Max😌,https://www.tiktok.com/@georegmax/video/7567495249287777557,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/46_TikTok_George Max😌_7567495249287777557_Body Dance Challenge w_ @Coollake Dc_ @FATBOYTHEDA.mp4,4016001,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40georegmax%2Fvideo%2F7567495249287777557,
47,TikTok,𝐉𝐔𝐍💎,https://www.tiktok.com/@___juuun05/video/7651948922532842759,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/47_TikTok_𝐉𝐔𝐍💎_7651948922532842759_Can you spot where I messed up_🤣This dance is so h.mp4,2777219,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40___juuun05%2Fvideo%2F7651948922532842759,
48,TikTok,Zartik | Танцы Астана,https://www.tiktok.com/@zartikk/video/7652797593348574482,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/48_TikTok_Zartik _ Танцы Астана_7652797593348574482_💃🏻💃🏻 #dance #dancechallenge #jazzfunk #танцы #джаз.mp4,456563,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40zartikk%2Fvideo%2F7652797593348574482,
49,TikTok,kimberlyladiboi,https://www.tiktok.com/@kimberlyladiboidoll/video/7624999158340013330,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/49_TikTok_kimberlyladiboi_7624999158340013330_Rate my hip shake. #dance #dancechallenge #viral #.mp4,1844106,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40kimberlyladiboidoll%2Fvideo%2F7624999158340013330,
50,TikTok,Palomiahh🕊️,https://www.tiktok.com/@gf8s4sa8/video/7654595235552562462,成功,/Users/cathug/Documents/ai舞蹈生成器/模版收集/代表视频/抖臀性感舞一年内50条/TikTok/50_TikTok_Palomiahh🕊️_7654595235552562462_Miami nights are for glitter & glow  Dancing thro.mp4,1821532,https://www.tikwm.com/api/?url=https%3A%2F%2Fwww.tiktok.com%2F%40gf8s4sa8%2Fvideo%2F7654595235552562462,
